age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,management,married,secondary,false,643,true,false,cellular,17,apr,74,2,256,1,failure,false
57,housemaid,single,secondary,false,254,false,false,cellular,8,oct,676,1,-1,0,unknown,false
40,management,married,tertiary,false,-1212,true,false,cellular,15,may,1259,2,333,18,failure,false
41,technician,married,secondary,false,2125,true,true,cellular,21,nov,285,3,116,4,failure,false
53,technician,divorced,unknown,false,629,true,false,cellular,8,may,298,1,-1,0,unknown,false
48,blue-collar,married,secondary,false,-202,true,true,cellular,30,jul,225,4,-1,0,unknown,false
32,technician,single,secondary,false,271,true,false,cellular,13,may,80,2,268,2,other,false
34,management,married,tertiary,false,703,true,false,cellular,14,apr,342,1,-1,0,unknown,true
46,blue-collar,married,secondary,false,-216,true,false,cellular,28,jul,404,3,-1,0,unknown,false
45,services,divorced,secondary,false,88,false,true,cellular,7,jul,332,1,-1,0,unknown,false
51,admin.,single,tertiary,false,16,true,false,cellular,30,jan,158,1,-1,0,unknown,false
31,management,married,secondary,false,466,true,false,cellular,14,may,164,1,-1,0,unknown,false
47,technician,married,secondary,false,-75,true,false,cellular,4,feb,57,1,247,1,other,false
32,blue-collar,married,secondary,false,456,false,false,cellular,12,may,121,1,-1,0,unknown,false
41,technician,married,secondary,false,77,true,false,cellular,7,may,56,1,-1,0,unknown,false
37,services,single,secondary,false,-244,false,false,unknown,3,jul,178,1,-1,0,unknown,false
27,blue-collar,single,primary,false,1209,false,false,cellular,29,jan,283,1,-1,0,unknown,false
27,services,married,secondary,false,58,true,false,cellular,7,may,113,1,337,2,other,false
50,management,married,secondary,true,421,false,false,cellular,20,nov,22,5,-1,0,unknown,false
31,management,single,tertiary,false,112,true,false,cellular,2,feb,159,2,271,1,failure,false
40,self-employed,married,tertiary,false,13669,false,false,cellular,15,oct,138,1,136,8,other,false
43,management,married,tertiary,false,1429,true,false,cellular,19,nov,1015,1,198,2,other,true
39,technician,married,tertiary,false,794,false,false,telephone,2,feb,182,1,-1,0,unknown,false
31,entrepreneur,single,tertiary,false,1957,false,false,cellular,4,feb,112,3,-1,0,unknown,false
48,technician,married,secondary,false,454,true,false,cellular,10,jul,114,1,-1,0,unknown,false
32,blue-collar,single,primary,false,882,false,true,cellular,29,jul,80,8,-1,0,unknown,false
47,unemployed,married,primary,false,168,true,false,telephone,30,jan,66,1,241,1,other,false
35,management,single,tertiary,false,714,true,false,cellular,26,aug,135,22,-1,0,unknown,false
42,management,single,tertiary,false,0,false,false,cellular,7,sep,99,1,-1,0,unknown,false
47,blue-collar,married,secondary,false,1996,false,false,unknown,5,jun,761,2,-1,0,unknown,true
59,retired,married,secondary,false,163,false,false,cellular,24,jul,464,1,-1,0,unknown,false
38,admin.,married,secondary,false,3190,true,false,unknown,20,jun,20,2,-1,0,unknown,false
50,unemployed,married,secondary,false,1772,false,false,cellular,29,jul,206,4,-1,0,unknown,false
27,services,single,secondary,false,-151,false,false,cellular,8,jul,283,2,-1,0,unknown,false
55,housemaid,married,primary,false,16,false,false,unknown,20,jun,64,1,-1,0,unknown,false
39,services,single,secondary,false,7066,true,false,cellular,15,may,667,3,357,3,other,true
31,technician,single,tertiary,false,454,false,false,cellular,4,feb,73,3,-1,0,unknown,false
37,entrepreneur,married,tertiary,false,4798,true,false,unknown,20,may,156,2,-1,0,unknown,false
28,technician,single,secondary,true,-298,true,false,unknown,3,jun,559,7,-1,0,unknown,false
42,technician,married,secondary,false,439,false,false,cellular,20,aug,143,2,-1,0,unknown,false
40,services,divorced,secondary,false,1927,true,false,unknown,15,may,62,1,-1,0,unknown,false
59,management,single,secondary,false,671,true,true,cellular,29,jan,219,2,259,5,failure,false
40,services,single,secondary,false,65,true,false,cellular,15,may,15,3,-1,0,unknown,false
43,technician,married,secondary,false,-932,true,false,cellular,16,apr,567,1,-1,0,unknown,false
38,technician,single,secondary,false,4366,true,false,cellular,29,jul,188,2,-1,0,unknown,false
54,retired,married,primary,false,0,true,false,cellular,11,jul,159,2,-1,0,unknown,false
41,blue-collar,married,secondary,false,4900,true,false,telephone,31,jul,121,2,-1,0,unknown,false
55,housemaid,divorced,primary,false,976,false,false,cellular,28,jun,345,1,94,3,other,true
33,management,married,tertiary,false,148,false,false,unknown,20,may,717,1,-1,0,unknown,false
46,blue-collar,married,secondary,false,5,false,false,cellular,18,aug,71,3,-1,0,unknown,false
36,management,married,secondary,false,-148,false,false,cellular,18,nov,144,2,-1,0,unknown,false
48,technician,divorced,tertiary,false,113,false,true,cellular,22,jul,38,1,-1,0,unknown,false
42,management,married,secondary,false,-105,true,false,cellular,28,aug,60,2,-1,0,unknown,false
46,management,divorced,tertiary,false,624,false,false,cellular,17,sep,336,2,183,2,success,true
49,technician,married,secondary,true,-1680,true,true,unknown,27,jun,92,4,-1,0,unknown,false
36,blue-collar,married,secondary,false,-461,false,false,cellular,11,may,254,2,353,1,failure,false
34,technician,single,tertiary,false,144,true,true,cellular,14,oct,104,1,85,19,failure,false
51,entrepreneur,divorced,tertiary,false,4,true,true,cellular,20,apr,74,5,-1,0,unknown,false
58,blue-collar,married,primary,false,309,false,false,cellular,19,aug,156,2,-1,0,unknown,false
48,management,married,tertiary,false,866,false,false,cellular,29,jan,146,2,-1,0,unknown,false
41,admin.,single,secondary,false,1020,true,false,unknown,19,may,882,1,-1,0,unknown,true
49,self-employed,married,primary,false,489,true,false,unknown,27,may,84,4,-1,0,unknown,false
43,management,married,primary,false,8167,true,false,unknown,19,may,114,2,-1,0,unknown,false
32,blue-collar,single,secondary,false,-255,false,true,unknown,2,jul,957,3,-1,0,unknown,false
54,retired,married,secondary,false,3671,false,false,unknown,11,jun,67,3,-1,0,unknown,false
33,blue-collar,divorced,primary,false,636,true,false,cellular,9,jul,211,11,-1,0,unknown,false
35,technician,married,secondary,false,141,true,false,cellular,19,aug,299,2,-1,0,unknown,false
56,technician,married,secondary,false,150,true,true,cellular,11,may,102,6,349,1,failure,false
57,technician,married,secondary,false,839,false,true,unknown,5,may,225,1,-1,0,unknown,false
31,housemaid,single,primary,false,26965,false,false,cellular,21,apr,654,2,-1,0,unknown,true
33,technician,single,secondary,false,716,true,false,cellular,14,may,234,2,-1,0,unknown,false
29,technician,single,tertiary,false,2485,false,false,telephone,24,jul,48,6,-1,0,unknown,false
38,management,single,tertiary,false,15030,true,false,cellular,13,may,167,1,174,7,other,false
37,admin.,married,secondary,false,11303,false,false,cellular,26,may,500,2,-1,0,unknown,false
33,entrepreneur,married,tertiary,false,595,false,false,cellular,7,aug,22,2,-1,0,unknown,false
30,management,single,tertiary,false,19358,false,false,cellular,19,nov,258,2,-1,0,unknown,false
31,self-employed,single,secondary,false,203,false,true,cellular,19,nov,177,1,-1,0,unknown,false
28,technician,single,tertiary,false,183,true,true,unknown,28,may,62,2,-1,0,unknown,false
26,admin.,single,secondary,false,255,false,false,cellular,30,apr,457,1,80,1,success,true
31,technician,single,secondary,false,102,true,false,telephone,17,apr,460,2,345,2,failure,false
50,housemaid,divorced,primary,false,94,true,false,cellular,22,jul,184,4,-1,0,unknown,false
45,entrepreneur,married,primary,false,58,true,false,telephone,13,may,119,3,371,3,failure,false
48,management,married,primary,false,606,false,false,cellular,5,mar,77,6,-1,0,unknown,false
41,technician,married,secondary,false,0,false,true,cellular,23,jul,107,1,-1,0,unknown,false
60,technician,married,primary,false,65,true,false,unknown,9,may,1028,2,-1,0,unknown,true
41,blue-collar,married,secondary,false,338,true,false,unknown,14,may,87,1,-1,0,unknown,false
43,blue-collar,married,primary,false,757,true,false,unknown,9,may,315,4,-1,0,unknown,false
36,management,married,tertiary,false,9269,true,true,cellular,19,nov,107,2,-1,0,unknown,false
40,blue-collar,married,primary,false,1206,false,true,telephone,16,jul,201,5,-1,0,unknown,false
28,management,single,tertiary,false,882,false,true,cellular,29,jan,94,1,205,2,failure,false
27,student,single,tertiary,false,5291,false,false,cellular,12,nov,192,2,92,2,failure,true
49,management,single,secondary,false,61,true,false,cellular,29,jan,185,2,246,1,failure,false
37,technician,married,tertiary,false,0,true,false,cellular,17,nov,77,1,-1,0,unknown,false
31,blue-collar,married,secondary,false,1407,true,false,cellular,6,may,142,3,-1,0,unknown,false
31,technician,single,secondary,true,25,false,false,cellular,2,feb,381,1,-1,0,unknown,false
31,blue-collar,married,secondary,false,1354,true,true,cellular,17,nov,222,2,-1,0,unknown,false
35,blue-collar,married,primary,false,793,true,false,cellular,17,apr,106,1,-1,0,unknown,false
51,blue-collar,divorced,unknown,false,10287,true,false,unknown,29,may,117,1,-1,0,unknown,false
33,technician,single,secondary,false,5235,false,false,cellular,7,aug,67,3,-1,0,unknown,false
30,technician,single,tertiary,false,3,true,false,cellular,6,may,45,2,169,2,failure,false
58,technician,single,secondary,false,409,false,true,cellular,14,jul,643,2,-1,0,unknown,false
34,admin.,married,tertiary,false,35,true,false,cellular,15,oct,76,1,69,2,failure,false
45,management,married,tertiary,false,-459,false,false,cellular,21,aug,508,6,-1,0,unknown,false
28,services,single,secondary,false,198,false,false,cellular,5,jul,128,2,-1,0,unknown,true
31,blue-collar,married,primary,false,99,true,false,cellular,17,apr,193,2,322,1,other,false
40,management,married,tertiary,false,60,false,false,unknown,16,jun,172,6,-1,0,unknown,false
30,services,single,secondary,false,3485,false,false,cellular,2,feb,142,2,-1,0,unknown,false
34,entrepreneur,married,secondary,false,-139,true,true,unknown,27,may,492,2,-1,0,unknown,false
40,blue-collar,married,secondary,false,952,false,true,unknown,12,jun,140,1,-1,0,unknown,false
59,retired,married,primary,false,1427,false,false,unknown,18,jun,140,2,-1,0,unknown,false
43,technician,single,tertiary,false,1017,true,false,unknown,19,may,257,2,-1,0,unknown,false
41,management,married,tertiary,false,-29,false,false,cellular,29,jan,41,2,266,2,failure,false
33,technician,divorced,secondary,false,9,false,false,cellular,21,aug,91,2,-1,0,unknown,false
33,management,married,secondary,false,4040,true,false,cellular,20,apr,132,2,-1,0,unknown,false
36,blue-collar,married,secondary,false,13,false,false,unknown,3,jun,284,1,-1,0,unknown,false
32,self-employed,single,secondary,false,1259,false,false,cellular,25,jul,184,2,-1,0,unknown,false
25,admin.,married,secondary,false,18,true,false,cellular,18,jul,225,1,-1,0,unknown,false
25,blue-collar,married,secondary,false,-76,true,false,unknown,12,may,241,3,-1,0,unknown,false
38,technician,single,tertiary,false,221,false,false,cellular,20,aug,79,3,-1,0,unknown,false
34,management,married,tertiary,false,136,true,false,cellular,22,apr,156,1,-1,0,unknown,false
67,blue-collar,married,secondary,false,16353,false,false,cellular,27,oct,223,2,-1,0,unknown,false
32,blue-collar,married,secondary,false,-63,true,false,unknown,30,may,198,1,-1,0,unknown,false
45,housemaid,married,primary,false,7353,false,false,cellular,13,aug,536,2,-1,0,unknown,false
33,blue-collar,married,primary,false,511,true,false,unknown,21,may,304,2,-1,0,unknown,false
38,admin.,married,primary,false,3913,true,false,cellular,20,apr,196,2,315,2,failure,false
32,technician,divorced,secondary,false,1097,true,false,unknown,12,may,298,2,-1,0,unknown,false
54,retired,divorced,tertiary,false,6102,true,true,unknown,21,may,86,6,-1,0,unknown,false
51,admin.,divorced,secondary,false,340,true,false,unknown,8,may,186,1,-1,0,unknown,false
42,blue-collar,married,primary,false,-119,true,false,cellular,22,jul,167,3,-1,0,unknown,false
41,admin.,married,secondary,false,2993,true,false,cellular,22,jul,24,12,-1,0,unknown,false
39,management,divorced,tertiary,false,3575,false,true,cellular,18,aug,74,3,-1,0,unknown,false
38,blue-collar,married,secondary,false,361,true,false,unknown,11,jun,601,1,-1,0,unknown,false
39,management,married,secondary,false,1072,true,false,unknown,27,may,1168,2,-1,0,unknown,false
46,blue-collar,married,primary,false,2904,false,false,cellular,20,apr,277,2,-1,0,unknown,false
50,entrepreneur,divorced,tertiary,false,1790,false,true,cellular,6,feb,748,3,-1,0,unknown,false
33,blue-collar,married,secondary,false,86,true,false,unknown,19,may,364,1,-1,0,unknown,false
37,technician,married,secondary,false,1633,true,false,unknown,19,may,229,3,-1,0,unknown,false
31,management,married,tertiary,false,8312,false,false,cellular,29,aug,43,13,-1,0,unknown,false
34,blue-collar,divorced,unknown,false,172,false,false,cellular,15,jun,177,1,-1,0,unknown,true
34,management,married,tertiary,false,0,true,false,cellular,7,aug,262,1,99,2,success,true
36,management,married,tertiary,false,222,true,false,cellular,6,may,317,1,169,2,failure,false
40,technician,married,secondary,false,109,false,false,unknown,20,jun,402,22,-1,0,unknown,false
40,blue-collar,married,secondary,false,1451,false,false,cellular,1,jun,314,1,-1,0,unknown,true
41,technician,married,secondary,false,1066,false,false,cellular,11,feb,109,3,-1,0,unknown,true
52,management,married,tertiary,false,3163,false,false,cellular,25,aug,56,6,-1,0,unknown,false
40,services,single,secondary,false,888,true,false,unknown,12,may,169,2,-1,0,unknown,false
48,blue-collar,single,unknown,false,428,true,false,cellular,18,may,127,1,-1,0,unknown,false
33,management,divorced,secondary,false,106,false,false,cellular,20,aug,175,3,-1,0,unknown,false
44,technician,divorced,secondary,false,0,false,false,cellular,12,aug,56,2,-1,0,unknown,false
55,management,married,tertiary,false,979,false,true,cellular,8,jul,123,1,-1,0,unknown,false
51,admin.,married,secondary,false,2662,false,false,telephone,28,jan,148,2,-1,0,unknown,false
34,management,single,tertiary,false,84,false,false,cellular,5,feb,231,1,-1,0,unknown,false
58,retired,divorced,unknown,false,5920,true,false,cellular,23,jul,255,1,-1,0,unknown,false
39,management,single,tertiary,false,816,true,false,cellular,27,aug,37,3,-1,0,unknown,false
27,unemployed,single,secondary,false,3276,false,false,cellular,5,aug,106,1,110,2,other,false
55,management,divorced,unknown,false,2,true,false,unknown,19,may,95,1,-1,0,unknown,false
35,technician,single,secondary,false,-51,false,false,unknown,2,jul,134,2,-1,0,unknown,false
37,technician,single,tertiary,false,3315,true,false,cellular,9,apr,820,2,-1,0,unknown,false
52,technician,married,secondary,false,196,true,true,cellular,24,feb,116,1,273,3,failure,false
41,blue-collar,married,secondary,false,552,true,false,cellular,12,may,463,1,-1,0,unknown,false
52,admin.,married,secondary,false,2347,false,true,cellular,12,aug,603,3,-1,0,unknown,false
34,blue-collar,single,secondary,false,3723,true,false,unknown,27,may,47,5,-1,0,unknown,false
53,management,divorced,primary,false,255,false,false,cellular,19,nov,126,1,-1,0,unknown,false
33,management,single,tertiary,false,3143,false,false,cellular,29,jun,421,2,-1,0,unknown,true
47,self-employed,married,secondary,false,0,false,false,unknown,26,jun,174,8,-1,0,unknown,false
35,blue-collar,married,secondary,false,6411,true,true,cellular,30,jan,144,1,266,2,failure,false
33,management,single,tertiary,false,1909,false,false,cellular,8,aug,191,2,-1,0,unknown,false
55,blue-collar,married,primary,false,3873,false,false,telephone,21,apr,222,1,-1,0,unknown,false
58,self-employed,married,primary,false,1013,true,false,cellular,11,aug,206,1,461,1,failure,true
44,admin.,married,secondary,false,262,true,false,cellular,9,jul,74,1,-1,0,unknown,false
25,services,single,secondary,false,3217,true,false,unknown,28,may,24,1,-1,0,unknown,false
37,technician,single,secondary,false,5436,true,false,cellular,6,may,7,11,351,1,failure,false
41,blue-collar,married,primary,false,2067,true,false,cellular,15,may,493,7,-1,0,unknown,false
34,blue-collar,single,secondary,false,215,false,false,cellular,3,mar,350,3,-1,0,unknown,true
36,services,divorced,secondary,false,1594,false,false,unknown,6,jun,250,3,-1,0,unknown,false
44,self-employed,married,tertiary,false,134,false,false,cellular,28,aug,86,4,-1,0,unknown,false
34,entrepreneur,divorced,tertiary,false,262,false,false,cellular,20,nov,371,1,-1,0,unknown,false
56,blue-collar,divorced,primary,false,3021,false,false,unknown,9,jun,419,2,-1,0,unknown,false
43,management,divorced,tertiary,false,388,true,false,unknown,8,may,2087,2,-1,0,unknown,true
28,blue-collar,single,secondary,false,3412,true,false,cellular,15,may,22,4,-1,0,unknown,false
54,blue-collar,married,secondary,false,1291,true,false,unknown,5,may,266,1,-1,0,unknown,false
37,technician,divorced,secondary,false,79,false,false,cellular,21,jul,191,1,-1,0,unknown,false
59,self-employed,married,tertiary,false,2013,false,false,cellular,19,feb,222,4,94,2,success,true
58,blue-collar,divorced,secondary,false,543,false,true,telephone,17,jul,264,3,-1,0,unknown,false
56,management,divorced,tertiary,false,1016,true,false,unknown,9,jun,184,5,-1,0,unknown,false
32,blue-collar,single,secondary,false,604,false,true,cellular,28,may,95,3,-1,0,unknown,false
42,management,single,tertiary,false,525,false,false,cellular,13,aug,127,2,-1,0,unknown,false
52,retired,divorced,primary,false,353,false,false,cellular,31,jul,395,4,-1,0,unknown,false
46,management,married,tertiary,false,964,true,false,cellular,8,apr,174,1,-1,0,unknown,false
37,admin.,married,tertiary,false,3913,true,false,cellular,27,apr,124,1,-1,0,unknown,true
39,blue-collar,married,primary,false,879,true,false,unknown,26,may,102,2,-1,0,unknown,false
31,admin.,married,secondary,false,314,true,false,cellular,17,apr,279,1,-1,0,unknown,false
59,housemaid,married,primary,false,0,false,false,cellular,27,aug,76,11,-1,0,unknown,false
38,blue-collar,married,secondary,false,1370,true,false,cellular,11,may,472,2,-1,0,unknown,false
58,management,married,secondary,false,37,false,false,cellular,18,aug,84,11,-1,0,unknown,false
34,management,single,tertiary,false,673,true,true,cellular,20,nov,271,1,184,1,failure,false
40,services,married,secondary,false,-342,true,false,unknown,26,may,754,1,-1,0,unknown,false
20,student,single,secondary,false,291,false,false,telephone,11,may,172,5,371,5,failure,false
34,technician,married,secondary,false,209,true,true,cellular,8,apr,375,2,-1,0,unknown,false
31,technician,single,tertiary,false,438,true,false,cellular,12,aug,130,2,-1,0,unknown,false
39,admin.,single,secondary,false,1242,true,false,unknown,12,may,303,3,-1,0,unknown,false
34,entrepreneur,married,tertiary,false,355,true,false,unknown,16,may,261,1,-1,0,unknown,false
24,blue-collar,married,secondary,false,204,true,true,cellular,17,apr,229,3,-1,0,unknown,false
41,management,married,tertiary,false,10758,true,false,cellular,1,jun,288,1,-1,0,unknown,false
40,management,married,tertiary,false,5,true,false,cellular,18,nov,219,3,-1,0,unknown,false
45,technician,single,secondary,false,410,true,false,unknown,30,may,891,4,-1,0,unknown,true
36,management,married,tertiary,false,605,true,false,unknown,26,may,204,1,-1,0,unknown,false
53,management,married,tertiary,false,4,false,false,unknown,20,jun,19,6,-1,0,unknown,false
23,student,single,secondary,false,8494,false,false,cellular,25,aug,158,2,-1,0,unknown,false
42,entrepreneur,married,primary,false,198,true,false,unknown,8,may,314,1,-1,0,unknown,false
48,blue-collar,married,secondary,false,841,true,false,unknown,19,may,215,1,-1,0,unknown,false
34,management,married,tertiary,false,8,false,false,cellular,25,aug,169,4,-1,0,unknown,false
36,admin.,married,secondary,false,470,true,false,cellular,31,jul,101,4,-1,0,unknown,false
43,retired,married,secondary,false,520,true,false,unknown,20,may,15,13,-1,0,unknown,false
36,blue-collar,married,secondary,false,439,true,false,unknown,21,may,260,5,-1,0,unknown,false
49,blue-collar,married,secondary,false,-454,true,false,cellular,14,may,558,1,-1,0,unknown,true
55,retired,married,secondary,false,466,false,false,unknown,17,jun,287,4,-1,0,unknown,false
53,retired,married,secondary,false,665,true,false,cellular,22,apr,371,2,-1,0,unknown,true
42,technician,married,secondary,false,994,true,false,cellular,11,aug,149,1,78,5,failure,true
45,admin.,married,secondary,false,5346,true,true,unknown,21,oct,187,1,-1,0,unknown,true
31,blue-collar,married,secondary,false,1243,true,false,unknown,21,may,32,1,-1,0,unknown,false
32,admin.,married,tertiary,false,0,true,false,unknown,5,may,138,1,-1,0,unknown,false
36,blue-collar,married,secondary,false,2357,true,false,unknown,17,jun,228,2,-1,0,unknown,false
56,retired,married,secondary,false,1044,false,false,telephone,3,jul,353,2,-1,0,unknown,true
46,admin.,married,secondary,false,1069,true,false,unknown,8,may,45,2,-1,0,unknown,false
41,housemaid,single,secondary,false,231,false,false,cellular,9,jul,76,2,-1,0,unknown,false
31,admin.,married,secondary,false,0,true,true,unknown,6,may,144,2,-1,0,unknown,false
32,technician,married,secondary,false,266,true,false,cellular,19,aug,168,2,-1,0,unknown,false
38,management,married,tertiary,false,-70,true,false,cellular,30,jan,140,1,2,3,other,false
49,retired,single,primary,false,25824,false,false,unknown,17,jun,94,1,-1,0,unknown,false
46,management,single,primary,false,538,false,false,unknown,17,jun,118,3,-1,0,unknown,false
29,technician,single,secondary,false,534,true,false,cellular,18,may,382,1,-1,0,unknown,false
36,admin.,married,unknown,false,2323,false,false,cellular,19,nov,111,1,-1,0,unknown,false
38,admin.,married,secondary,false,1852,true,false,cellular,15,may,298,2,-1,0,unknown,false
53,technician,married,secondary,false,2647,true,false,unknown,30,may,121,1,-1,0,unknown,false
43,management,married,tertiary,false,2767,true,false,unknown,15,may,317,7,-1,0,unknown,false
41,management,married,tertiary,false,176,true,true,unknown,5,may,42,1,-1,0,unknown,false
42,management,single,secondary,false,9720,false,false,cellular,5,aug,81,2,-1,0,unknown,false
55,blue-collar,divorced,secondary,false,1613,true,false,cellular,3,apr,296,1,270,3,failure,true
39,admin.,divorced,secondary,false,2903,true,true,telephone,25,jul,259,2,-1,0,unknown,false
30,admin.,single,secondary,false,81,true,false,cellular,6,aug,121,6,112,3,other,false
41,blue-collar,married,secondary,false,780,true,false,cellular,15,may,432,3,-1,0,unknown,false
44,unemployed,married,tertiary,false,178,false,false,cellular,8,aug,126,2,-1,0,unknown,false
58,management,married,tertiary,false,299,false,false,cellular,16,jul,120,4,-1,0,unknown,false
35,retired,married,primary,false,285,true,false,cellular,29,jan,136,1,-1,0,unknown,false
27,blue-collar,married,secondary,false,872,true,false,cellular,17,apr,1130,3,-1,0,unknown,false
34,services,married,secondary,false,1337,false,false,cellular,17,dec,330,2,127,3,success,true
25,services,married,secondary,false,72,true,false,cellular,23,jul,305,2,-1,0,unknown,false
36,blue-collar,married,secondary,false,0,false,false,unknown,20,jun,332,3,-1,0,unknown,false
38,blue-collar,married,secondary,false,-388,true,false,unknown,9,may,412,1,-1,0,unknown,false
30,admin.,married,secondary,false,11,true,false,cellular,11,may,157,1,-1,0,unknown,false
47,blue-collar,divorced,secondary,true,-535,true,false,cellular,30,jul,71,2,-1,0,unknown,false
41,services,divorced,secondary,false,787,true,false,cellular,8,may,297,2,-1,0,unknown,false
36,management,single,tertiary,false,3343,false,false,cellular,18,nov,307,1,-1,0,unknown,false
63,entrepreneur,married,secondary,false,3904,false,false,telephone,4,aug,250,2,187,2,success,true
23,management,single,tertiary,false,736,true,false,cellular,30,apr,119,1,-1,0,unknown,false
32,management,married,tertiary,false,1390,false,false,cellular,7,aug,116,2,-1,0,unknown,false
57,retired,married,primary,false,808,false,false,telephone,7,jul,274,1,-1,0,unknown,false
48,management,married,tertiary,false,1147,false,false,cellular,5,aug,389,1,64,2,success,true
49,services,married,secondary,false,1122,false,false,cellular,4,aug,143,1,-1,0,unknown,false
50,technician,married,secondary,false,-568,true,true,unknown,28,may,860,2,-1,0,unknown,false
33,blue-collar,married,primary,false,1165,true,false,unknown,21,may,420,2,-1,0,unknown,false
53,services,divorced,secondary,false,-905,true,false,unknown,28,may,213,1,-1,0,unknown,false
30,unemployed,married,tertiary,false,0,true,false,cellular,18,nov,756,1,-1,0,unknown,false
38,technician,married,secondary,false,740,false,false,cellular,7,aug,259,3,-1,0,unknown,false
44,management,married,secondary,false,8262,true,false,cellular,23,jul,201,16,-1,0,unknown,false
39,admin.,single,secondary,false,14,true,true,unknown,13,may,19,9,-1,0,unknown,false
45,technician,single,unknown,false,7108,true,true,cellular,18,nov,53,1,172,3,failure,false
36,blue-collar,married,secondary,false,1049,true,false,cellular,14,may,224,4,-1,0,unknown,true
38,blue-collar,married,secondary,false,0,true,false,cellular,13,may,57,5,349,1,other,false
36,housemaid,married,secondary,false,419,true,false,unknown,30,may,251,1,-1,0,unknown,false
30,management,single,tertiary,false,726,true,false,cellular,16,apr,39,1,342,3,failure,false
28,technician,divorced,tertiary,false,594,true,true,unknown,18,jun,54,3,-1,0,unknown,false
26,unemployed,married,tertiary,false,454,true,true,unknown,23,may,28,18,-1,0,unknown,false
54,unknown,married,secondary,false,2206,false,false,cellular,12,nov,104,1,99,2,other,true
38,admin.,married,tertiary,false,1988,false,false,cellular,27,mar,164,2,130,2,failure,true
32,technician,single,tertiary,false,0,false,false,cellular,7,aug,268,2,-1,0,unknown,false
50,admin.,divorced,secondary,false,202,false,true,cellular,17,nov,148,1,-1,0,unknown,false
43,blue-collar,married,secondary,false,667,true,false,unknown,7,may,228,3,-1,0,unknown,false
48,admin.,married,secondary,false,112,false,false,cellular,18,aug,139,5,-1,0,unknown,false
57,housemaid,married,primary,false,50,false,false,cellular,18,aug,89,3,-1,0,unknown,false
64,housemaid,married,primary,false,768,false,false,cellular,15,jul,250,2,182,1,success,false
26,services,divorced,secondary,false,74,true,false,unknown,23,may,106,6,-1,0,unknown,false
33,blue-collar,married,secondary,false,661,true,false,cellular,18,jul,968,1,-1,0,unknown,true
50,self-employed,married,secondary,false,3025,false,true,cellular,6,aug,168,3,-1,0,unknown,false
47,self-employed,married,tertiary,false,751,false,false,cellular,24,jul,408,14,-1,0,unknown,false
39,management,single,tertiary,false,416,false,false,cellular,23,oct,56,4,-1,0,unknown,false
52,services,married,primary,false,14,false,true,cellular,28,jul,55,5,-1,0,unknown,false
31,blue-collar,single,primary,false,-502,true,false,unknown,29,may,76,4,-1,0,unknown,false
50,blue-collar,married,primary,false,0,false,false,cellular,11,aug,72,5,-1,0,unknown,false
47,technician,married,secondary,false,599,true,false,cellular,13,aug,99,3,-1,0,unknown,false
30,management,single,tertiary,false,-218,true,false,cellular,27,aug,13,15,-1,0,unknown,false
32,technician,single,tertiary,false,1012,false,false,cellular,14,apr,178,1,-1,0,unknown,false
36,technician,married,secondary,false,300,false,false,unknown,9,jun,287,1,-1,0,unknown,false
46,technician,married,tertiary,false,217,true,false,cellular,14,may,141,1,346,2,other,false
45,management,divorced,tertiary,false,2096,false,false,cellular,21,nov,127,1,100,2,failure,false
37,technician,single,secondary,false,0,false,false,cellular,4,aug,69,2,-1,0,unknown,false
58,housemaid,married,primary,false,5278,true,false,unknown,4,jun,763,4,-1,0,unknown,false
59,management,married,tertiary,false,1831,false,false,cellular,17,feb,122,1,92,1,failure,false
28,management,married,tertiary,false,1480,true,false,cellular,18,may,143,1,-1,0,unknown,false
48,management,married,tertiary,false,7289,true,false,cellular,2,feb,316,3,-1,0,unknown,false
55,blue-collar,married,unknown,false,1665,false,false,telephone,30,jul,89,2,-1,0,unknown,false
37,blue-collar,single,primary,false,851,true,false,cellular,15,may,151,1,352,1,failure,false
41,management,married,tertiary,false,2885,false,false,cellular,19,nov,40,1,-1,0,unknown,false
35,blue-collar,married,secondary,false,137,false,true,unknown,4,oct,5,1,808,12,failure,false
34,blue-collar,single,secondary,false,1239,true,false,cellular,18,jul,90,1,-1,0,unknown,false
43,management,single,tertiary,false,146,false,false,cellular,21,nov,50,1,113,5,other,false
59,technician,married,secondary,false,1,false,false,cellular,15,apr,159,2,378,3,failure,true
50,blue-collar,divorced,primary,false,-10,false,true,cellular,10,jul,369,6,-1,0,unknown,false
37,technician,married,secondary,false,480,false,false,cellular,22,oct,344,2,182,8,other,true
35,technician,married,secondary,false,2789,true,false,cellular,4,sep,256,2,94,1,failure,false
50,technician,single,secondary,false,3897,false,false,cellular,26,oct,298,1,-1,0,unknown,false
36,technician,divorced,secondary,false,487,false,true,cellular,11,aug,268,3,-1,0,unknown,false
41,admin.,married,secondary,false,5110,true,false,cellular,13,apr,231,1,-1,0,unknown,false
28,management,married,tertiary,false,318,true,false,unknown,27,may,4,4,-1,0,unknown,false
42,technician,single,tertiary,false,-411,true,false,cellular,12,may,78,5,292,3,failure,false
60,retired,married,secondary,false,4820,false,false,unknown,5,jun,419,1,-1,0,unknown,false
